transponder_id,loop,utcTimestamp,utcTime,lapTime,eventName,trackedRider
GF09766,L07,1741966526.765,2025-03-14 15:35:26.765000,22.881,Vlaamse wielerschool,
GF09766,L07,1741966532.079,2025-03-14 15:35:32.079000,24.695,Vlaamse wielerschool,
GF09766,L07,1741966533.224,2025-03-14 15:35:33.224000,24.992,Vlaamse wielerschool,
GF09766,L07,1741966542.81,2025-03-14 15:35:42.810000,28.606,Vlaamse wielerschool,
GW62048,L07,1741719344.306,2025-03-11 18:55:44.306000,25.92,Vlaamse wielerschool,
GW62048,L07,1741719348.081,2025-03-11 18:55:48.081000,26.035,Vlaamse wielerschool,
GW62048,L07,1741719349.584,2025-03-11 18:55:49.584000,25.964,Vlaamse wielerschool,
GW62048,L07,1741719355.14,2025-03-11 18:55:55.140000,25.684,Vlaamse wielerschool,
GW62048,L07,1741719359.717,2025-03-11 18:55:59.717000,25.935,Vlaamse wielerschool,
GW62048,L07,1741719360.807,2025-03-11 18:56:00.807000,25.888,Vlaamse wielerschool,
GW62048,L07,1741719369.533,2025-03-11 18:56:09.533000,27.025,Vlaamse wielerschool,
RR60662,L01,1741718820.756,2025-03-11 18:47:00.756000,34.407,Vlaamse wielerschool,
RR60662,L01,1741718790.386,2025-03-11 18:46:30.386000,28.414,Vlaamse wielerschool,
RR60662,L01,1741718792.199,2025-03-11 18:46:32.199000,28.538,Vlaamse wielerschool,
RR60662,L01,1741718799.342,2025-03-11 18:46:39.342000,29.019,Vlaamse wielerschool,
RR60662,L01,1741718805.368,2025-03-11 18:46:45.368000,30.306,Vlaamse wielerschool,
RR60662,L01,1741718806.711,2025-03-11 18:46:46.711000,30.667,Vlaamse wielerschool,
RR60662,L01,1741718817.777,2025-03-11 18:46:57.777000,33.502,Vlaamse wielerschool,
CS75905,L03,1741719593.868,2025-03-11 18:59:53.868000,31.622,Vlaamse wielerschool,
CS75905,L03,1741719599.426,2025-03-11 18:59:59.426000,32.83,Vlaamse wielerschool,
CS75905,L03,1741719601.693,2025-03-11 19:00:01.693000,33.212,Vlaamse wielerschool,
CS75905,L03,1741719575.311,2025-03-11 18:59:35.311000,30.395,Vlaamse wielerschool,
CS75905,L03,1741719580.39,2025-03-11 18:59:40.390000,30.403,Vlaamse wielerschool,
CS75905,L03,1741719581.561,2025-03-11 18:59:41.561000,30.424,Vlaamse wielerschool,
CS75905,L03,1741719591.122,2025-03-11 18:59:51.122000,31.2,Vlaamse wielerschool,
RZ25025,L07,1741884516.468,2025-03-13 16:48:36.468000,28.973,Vlaamse wielerschool,
RZ25025,L07,1741884550.796,2025-03-13 16:49:10.796000,30.193,Vlaamse wielerschool,
RZ25025,L07,1741884553.143,2025-03-13 16:49:13.143000,30.697,Vlaamse wielerschool,
RZ25025,L07,1741884529.131,2025-03-13 16:48:49.131000,29.187,Vlaamse wielerschool,
RZ25025,L07,1741884534.154,2025-03-13 16:48:54.154000,29.403,Vlaamse wielerschool,
RZ25025,L07,1741884535.279,2025-03-13 16:48:55.279000,29.396,Vlaamse wielerschool,
RZ25025,L07,1741884581.435,2025-03-13 16:49:41.435000,37.461,Vlaamse wielerschool,
